en,meaning_en,meaning_ja,meaning_zh,meaning_fr,meaning_de,meaning_es,meaning_it,meaning_pt,meaning_ru,meaning_ar,meaning_hi
antiseptic,"A substance that prevents infection.","防腐剤; 感染を防ぐ物質。","防腐剂; 防止感染的物质。","Antiseptique; substance qui prévient l'infection.","Antiseptikum; Substanz, die Infektion verhindert.","Antiséptico; sustancia que previene la infección.","Antisettico; sostanza che previene l'infezione.","Antisséptico; substância que previne infecção.","Антисептик; вещество, предотвращающее инфекцию.","مطهر; مادة تمنع العدوى.","रोगाणुरोधी; संक्रमण रोकने वाला पदार्थ।"
anxiety,"Worry; concern; nervousness; fear.","不安; 心配; 懸念; 神経質; 恐怖。","焦虑; 担心; 担忧; 紧张; 恐惧。","Anxiété; inquiétude; souci; nervosité; peur.","Angst; Sorge; Besorgnis; Nervosität; Furcht.","Ansiedad; preocupación; inquietud; nerviosismo; miedo.","Ansia; preoccupazione; preoccupazione; nervosismo; paura.","Ansiedade; preocupação; preocupação; nervosismo; medo.","Тревога; беспокойство; озабоченность; нервозность; страх.","قلق; قلق; اهتمام; عصبية; خوف.","चिंता; चिंता; चिंता; घबराहट; डर।"
anybody,"Person; individual; any person at all.","誰でも; 人; 個人; 何者でも。","任何人; 人; 个人; 任何人。","N'importe qui; personne; individu; n'importe qui.","Jeder; Person; Individuum; irgendwer.","Cualquiera; persona; individuo; cualquier persona.","Chiunque; persona; individuo; chiunque.","Qualquer um; pessoa; indivíduo; qualquer pessoa.","Кто угодно; человек; личность; любой.","أي شخص; شخص; فرد; أي شخص.","कोई भी; व्यक्ति; व्यक्ति; कोई भी व्यक्ति।"
anyone,"Individual; person; any person whatsoever; unspecified person.","誰でも; 個人; 人; 誰でも; 特定されない人。","任何人; 个人; 人; 任何人; 不特定的人。","N'importe qui; individu; personne; n'importe qui; personne non spécifiée.","Jeder; Individuum; Person; wer auch immer; unbestimmte Person.","Cualquiera; individuo; persona; cualquiera; persona no especificada.","Chiunque; individuo; persona; chiunque; persona non specificata.","Qualquer um; indivíduo; pessoa; qualquer um; pessoa não especificada.","Кто угодно; личность; человек; кто угодно; неуказанное лицо.","أي شخص; فرد; شخص; أي شخص; شخص غير محدد.","कोई भी; व्यक्ति; व्यक्ति; कोई भी; अनिर्दिष्ट व्यक्ति।"
anything,"Object; matter; any object or matter whatever.","何でも; 物; 物質; どんな物や物質でも。","任何东西; 物体; 物质; 任何物体或物质。","N'importe quoi; objet; matière; n'importe quel objet ou matière.","Alles; Objekt; Materie; jedes Objekt oder jede Materie.","Cualquier cosa; objeto; materia; cualquier objeto o materia.","Qualsiasi cosa; oggetto; materia; qualsiasi oggetto o materia.","Qualquer coisa; objeto; matéria; qualquer objeto ou matéria.","Что угодно; объект; материя; любой объект или материя.","أي شيء; شيء; مادة; أي شيء أو مادة مهما كانت.","कुछ भी; वस्तु; पदार्थ; कोई भी वस्तु या पदार्थ।"
anyway,"Method; manner; in spite of everything; nevertheless.","とにかく; 方法; 方式; すべてにもかかわらず; それにもかかわらず。","无论如何; 方法; 方式; 尽管如此; 然而。","De toute façon; méthode; manière; malgré tout; néanmoins.","Jedenfalls; Methode; Art; trotz allem; dennoch.","De todos modos; método; manera; a pesar de todo; sin embargo.","Comunque; metodo; modo; nonostante tutto; tuttavia.","De qualquer forma; método; maneira; apesar de tudo; no entanto.","В любом случае; метод; способ; несмотря на всё; тем не менее.","على أي حال; طريقة; أسلوب; رغم كل شيء; مع ذلك.","वैसे भी; तरीका; तरीका; सब कुछ के बावजूद; फिर भी।"
anywhere,"Place; location; in or to any place.","どこでも; 場所; 位置; どんな場所でも。","任何地方; 地方; 位置; 任何地方。","N'importe où; lieu; endroit; n'importe quel endroit.","Irgendwo; Ort; Lage; an jedem Ort.","En cualquier lugar; lugar; ubicación; cualquier lugar.","Ovunque; luogo; posizione; in qualsiasi luogo.","Em qualquer lugar; lugar; localização; qualquer lugar.","Где угодно; место; местоположение; в любом месте.","في أي مكان; مكان; موقع; في أي مكان.","कहीं भी; स्थान; स्थिति; किसी भी स्थान पर।"
apartment,"Flat; residence; dwelling; unit.","アパート; フラット; 住居; 住宅; ユニット。","公寓; 单元; 住所; 住宅; 单位。","Appartement; appartement; résidence; logement; unité.","Wohnung; Wohnung; Wohnsitz; Wohnung; Einheit.","Apartamento; piso; residencia; vivienda; unidad.","Appartamento; appartamento; residenza; abitazione; unità.","Apartamento; apartamento; residência; habitação; unidade.","Квартира; квартира; жилище; жильё; единица.","شقة; شقة; مقر; مسكن; وحدة.","अपार्टमेंट; फ्लैट; निवास; आवास; इकाई।"
apathy,"Lack of interest, enthusiasm, or concern.","無関心; 興味、熱意、関心の欠如。","冷漠; 缺乏兴趣、热情或关心。","Apathie; manque d'intérêt, d'enthousiasme ou de préoccupation.","Apathie; Mangel an Interesse, Enthusiasmus oder Sorge.","Apatía; falta de interés, entusiasmo o preocupación.","Apatia; mancanza di interesse, entusiasmo o preoccupazione.","Apatia; falta de interesse, entusiasmo ou preocupação.","Апатия; недостаток интереса, энтузиазма или беспокойства.","لا مبالاة; نقص في الاهتمام أو الحماس أو القلق.","उदासीनता; रुचि, उत्साह या चिंता का अभाव।"
ape,"A large primate without a tail.","エイプ; 尻尾のない大型霊長類。","猿; 没有尾巴的大型灵长类动物。","Singe; grand primate sans queue.","Affe; großer Primat ohne Schwanz.","Simio; gran primate sin cola.","Scimmia; grande primate senza coda.","Macaco; grande primata sem cauda.","Обезьяна; крупный примат без хвоста.","قرد; رئيسي كبير بدون ذيل.","वानर; बिना पूंछ का बड़ा प्राइमेट।"
aperture,"An opening, hole, or gap.","開口部; 開口、穴、隙間。","孔径; 开口、洞或缝隙。","Ouverture; une ouverture, un trou ou un espace.","Öffnung; eine Öffnung, ein Loch oder eine Lücke.","Apertura; una abertura, agujero o espacio.","Apertura; un'apertura, buco o spazio.","Abertura; uma abertura, buraco ou espaço.","Отверстие; отверстие, дыра или щель.","فتحة; فتحة أو ثقب أو فجوة.","छिद्र; एक खुलना, छेद या अंतर।"
