en	lang	example_translation
alien	ru	Научно-фантастический фильм рассказывал о дружелюбном пришельце с другой планеты.
alien	ar	عرض فيلم الخيال العلمي كائناً فضائياً ودوداً من كوكب آخر.
alien	hi	विज्ञान कथा फिल्म में दूसरे ग्रह से एक मित्र एलियन दिखाया गया था।
alien	ja	そのSF映画には他の惑星から来た友好的な宇宙人が登場しました。
alien	zh	这部科幻电影中出现了一个来自其他星球的友好外星人。
alignment	de	Die Radausrichtung des Autos muss für bessere Fahreigenschaften eingestellt werden.
alignment	fr	L'alignement des roues de la voiture doit être ajusté pour une meilleure maniabilité.
alignment	es	La alineación de las ruedas del coche necesita ajustarse para un mejor manejo.
alignment	it	L'allineamento delle ruote dell'auto deve essere regolato per una migliore maneggevolezza.
alignment	pt	O alinhamento das rodas do carro precisa ser ajustado para melhor dirigibilidade.
alignment	ru	Развал-схождение колёс автомобиля нужно отрегулировать для лучшей управляемости.
alignment	ar	يحتاج محاذاة عجلات السيارة إلى تعديل لضمان قيادة أفضل.
alignment	hi	बेहतर हैंडलिंग के लिए कार के पहियों की अलाइनमेंट को ठीक करने की जरूरत है।
alignment	ja	車のホイールアライメントを調整して、より良いハンドリングを実現する必要があります。
alignment	zh	车轮对齐需要调整，以获得更好的操控性。
all	de	Alles wurde nach der herzlichen Entschuldigung vergeben.
all	fr	Tout a été pardonné après des excuses sincères.
all	es	Todo fue perdonado después de la disculpa sincera.
all	it	Tutto è stato perdonato dopo le scuse sentite.
all	pt	Tudo foi perdoado após o pedido de desculpas sincero.
all	ru	Всё было прощено после искренних извинений.
all	ar	تم العفو عن كل شيء بعد الاعتذار الصادق.
all	hi	दिल से माफी मांगने के बाद सब कुछ माफ कर दिया गया।
all	ja	心からの謝罪の後、すべてが許されました。
all	zh	在真诚道歉之后，一切都被原谅了。
all-nighter	de	Er zog eine Nachtschicht durch, um das Projekt rechtzeitig fertigzustellen.
all-nighter	fr	Il a fait une nuit blanche pour terminer le projet à temps.
all-nighter	es	Pasó toda la noche despierto para terminar el proyecto a tiempo.
all-nighter	it	Ha fatto una nottata per finire il progetto in tempo.
all-nighter	pt	Ele passou a noite toda acordado para terminar o projeto a tempo.
all-nighter	ru	Он провёл всю ночь без сна, чтобы закончить проект вовремя.
all-nighter	ar	سهر طوال الليل لإنهاء المشروع في الوقت المحدد.
all-nighter	hi	उसने प्रोजेक्ट समय पर पूरा करने के लिए पूरी रात जागा।
all-nighter	ja	彼はプロジェクトを時間通りに仕上げるために徹夜しました。
all-nighter	zh	他为了按时完成项目而熬了一整夜。
allegiance	de	Die Bürger schworen dem neuen König ihre Treue.
allegiance	fr	Les citoyens ont juré allégeance au nouveau roi.
allegiance	es	Los ciudadanos juraron lealtad al nuevo rey.
allegiance	it	I cittadini giurarono fedeltà al nuovo re.
allegiance	pt	Os cidadãos juraram lealdade ao novo rei.
allegiance	ru	Граждане поклялись в верности новому королю.
allegiance	ar	أقسم المواطنون بالولاء للملك الجديد.
allegiance	hi	नागरिकों ने नए राजा के प्रति निष्ठा की शपथ ली।
allegiance	ja	市民たちは新しい王に忠誠を誓いました。
allegiance	zh	公民们向新国王宣誓效忠。
allergy	de	Seine Allergie gegen Erdnüsse erfordert ständige Wachsamkeit beim Essen.
allergy	fr	Son allergie aux arachides nécessite une vigilance constante lors des repas.
allergy	es	Su alergia a los cacahuetes requiere vigilancia constante al comer.
allergy	it	La sua allergia alle arachidi richiede vigilanza costante durante i pasti.
allergy	pt	Sua alergia ao amendoim requer vigilância constante ao comer.
allergy	ru	Его аллергия на арахис требует постоянной бдительности при приёме пищи.
allergy	ar	حساسيته من الفول السوداني تتطلب يقظة مستمرة عند تناول الطعام.
allergy	hi	मूंगफली से उसकी एलर्जी के कारण खाना खाते समय निरंतर सावधानी की आवश्यकता होती है।
allergy	ja	彼のピーナッツアレルギーは食事の際に常に注意を必要とします。
allergy	zh	他对花生的过敏需要在吃饭时保持持续的警惕。
alliance	de	Das Bündnis zwischen den beiden Nationen stärkte ihre wirtschaftliche Zusammenarbeit.
alliance	fr	L'alliance entre les deux nations a renforcé leur coopération économique.
alliance	es	La alianza entre las dos naciones fortaleció su cooperación económica.
alliance	it	L'alleanza tra le due nazioni ha rafforzato la loro cooperazione economica.
alliance	pt	A aliança entre as duas nações fortaleceu sua cooperação econômica.
alliance	ru	Союз между двумя странами укрепил их экономическое сотрудничество.
alliance	ar	عزز التحالف بين الدولتين تعاونهما الاقتصادي.
alliance	hi	दो राष्ट्रों के बीच गठबंधन ने उनके आर्थिक सहयोग को मजबूत बनाया।
alliance	ja	両国の同盟は経済協力を強化しました。
alliance	zh	两国之间的联盟加强了他们的经济合作。
alligator	de	Der Alligator sonnste sich träge am Flussufer.
alligator	fr	L'alligator se prélassait paresseusement au bord de la rivière.
alligator	es	El caimán se asoleaba perezosamente en la orilla del río.
alligator	it	L'alligatore si crogiolava pigramente sulla riva del fiume.
alligator	pt	O jacaré tomava sol preguiçosamente na margem do rio.
alligator	ru	Аллигатор лениво грелся на солнце у берега реки.
