en	meaning_en	meaning_ja	meaning_zh	meaning_fr	meaning_de	meaning_es	meaning_it	meaning_pt	meaning_ru	meaning_ar	meaning_hi
bowel	Part of intestine.	腸; 腸の一部分。	肠; 肠道的一部分。	Intestin; partie de l'intestin.	Darm; Teil des Darms.	Intestino; parte del intestino.	Intestino; parte dell'intestino.	Intestino; parte do intestino.	Кишка; часть кишечника.	أمعاء; جزء من الأمعاء.	आंत; आंत का हिस्सा।
bowl	Dish; container; stadium; game.	ボウル; 皿や容器。	碗; 盘子或容器。	Bol; récipient ou plat.	Schüssel; Behälter oder Schale.	Tazón; recipiente o plato.	Ciotola; contenitore o piatto.	Tigela; recipiente ou prato.	Миска; емкость или блюдо.	وعاء; إناء أو طبق.	कटोरा; बर्तन या पात्र।
bowling	Sport of rolling ball at pins.	ボウリング; ピンを倒すボール競技。	保龄球; 滚球撞倒球瓶的运动。	Bowling; sport de quilles.	Bowling; Kegelsport mit Kugel.	Bolos; deporte de derribar pinos.	Bowling; sport dei birilli.	Boliche; esporte de derrubar pinos.	Боулинг; игра в кегли.	بولينغ; رياضة إسقاط الدبابيس.	बॉलिंग; गेंद से पिन गिराने का खेल।
box	Container; fight; compartment; package.	箱; 容器; ボクシングの試合; 区画; 包装。	盒子; 容器; 拳击比赛; 隔间; 包装。	Boîte; récipient; combat; compartiment; emballage.	Kiste; Behälter; Kampf; Abteil; Verpackung.	Caja; recipiente; combate; compartimento; paquete.	Scatola; contenitore; combattimento; scompartimento; pacco.	Caixa; recipiente; luta; compartimento; embalagem.	Коробка; контейнер; бой; отсек; упаковка.	صندوق; حاوية; قتال; حجرة; عبوة.	डिब्बा; पात्र; मुक्केबाजी; कम्पार्टमेंट; पैकेज।
boxing	Sport of fighting with fists.	ボクシング; 拳で戦うスポーツ。	拳击; 用拳头格斗的运动。	Boxe; sport de combat aux poings.	Boxen; Kampfsport mit Fäusten.	Boxeo; deporte de combate con puños.	Pugilato; sport di combattimento coi pugni.	Boxe; esporte de luta com punhos.	Бокс; боевой спорт кулаками.	ملاكمة; رياضة القتال بالأيدي.	मुक्केबाजी; मुक्कों से लड़ने का खेल।
boy	Male child; lad; son; youth.	少年; 男の子。	男孩; 男性儿童。	Garçon; enfant mâle.	Junge; männliches Kind.	Niño; niño varón.	Ragazzo; bambino maschio.	Menino; criança do sexo masculino.	Мальчик; ребенок мужского пола.	ولد; طفل ذكر.	लड़का; पुरुष बच्चा।
boyhood	Period of being boy.	少年期; 少年時代の期間。	少年时期; 作为男孩的时期。	Enfance; période d'être garçon.	Kindheit; Zeit als Junge.	Niñez; período de ser niño.	Infanzia; periodo di essere bambino.	Infância; período de ser menino.	Детство; период мальчика.	طفولة; فترة كونه ولد.	बचपन; लड़का होने की अवधि।
brace	Support structure; pair.	支え; 支持構造物。	支撑; 支撑结构。	Support; structure de soutien.	Stütze; Stützstruktur.	Soporte; estructura de apoyo.	Sostegno; struttura di supporto.	Suporte; estrutura de apoio.	Опора; поддерживающая конструкция.	دعامة; هيكل دعم.	सहारा; सहायक संरचना।
bracelet	Jewelry worn around wrist.	ブレスレット; 手首に着ける装身具。	手镯; 戴在手腕上的首饰。	Bracelet; bijou porté au poignet.	Armband; Schmuck für das Handgelenk.	Pulsera; joya que se lleva en la muñeca.	Braccialetto; gioiello indossato al polso.	Pulseira; joia usada no pulso.	Браслет; украшение на запястье.	سوار; حلي تُلبس حول المعصم.	कंगन; कलाई पर पहना जाने वाला गहना।
brag	Boastful talk; speaking proudly about oneself; showing off.	自慢話; 誇らしげな話。	吹嘘; 夸耀的谈话。	Vantardise; discours orgueilleux.	Prahlerei; prahlerisches Reden.	Fanfarronería; habla presumida.	Vanteria; discorso millantatore.	Gabola; fala orgulhosa.	Хвастовство; хвастливая речь.	تفاخر; كلام متفاخر.	डींग; अभिमानपूर्ण बातचीत।
braid	Woven strands of hair or thread.	編み込み; 髪や糸を編んだもの。	辫子; 编织的头发或线。	Tresse; mèches entrelacées.	Zopf; geflochtene Haare oder Fäden.	Trenza; hebras entrelazadas.	Treccia; ciocche intrecciate.	Trança; fios entrelaçados.	Коса; заплетенные волосы или нити.	ضفيرة; خصلات مضفورة.	चोटी; बुने हुए बाल या धागे।
brain	Organ; mind; intelligence; intellect.	脳; 器官や知性を司る部分。	大脑; 器官或智力。	Cerveau; organe de la pensée.	Gehirn; Organ des Denkens.	Cerebro; órgano del pensamiento.	Cervello; organo del pensiero.	Cérebro; órgão do pensamento.	Мозг; орган мышления.	دماغ; عضو التفكير.	मस्तिष्क; सोचने का अंग।
brake	Device for slowing or stopping.	ブレーキ; 減速や停止の装置。	刹车; 减速或停止的装置。	Frein; dispositif d'arrêt.	Bremse; Vorrichtung zum Anhalten.	Freno; dispositivo para parar.	Freno; dispositivo per fermare.	Freio; dispositivo para parar.	Тормоз; устройство для остановки.	مكابح; جهاز للإبطاء أو التوقف.	ब्रेक; रोकने या धीमा करने का उपकरण।
branch	Limb; division; office; department.	枝; 木の枝や分枝。	枝; 树枝或分支。	Branche; rameau d'arbre.	Ast; Zweig eines Baumes.	Rama; extremidad de árbol.	Ramo; parte dell'albero.	Galho; parte da árvore.	Ветка; часть дерева.	فرع; جزء من الشجرة.	शाखा; पेड़ की डाली।
brand	A type of product made by a company.	ブランド; 企業が製造する製品の種類。	品牌; 公司制造的产品类型。	Marque; type de produit d'une entreprise.	Marke; Produktart eines Unternehmens.	Marca; tipo de producto de una empresa.	Marchio; tipo di prodotto di un'azienda.	Marca; tipo de produto de uma empresa.	Бренд; тип продукта компании.	علامة; نوع منتج من شركة.	ब्रांड; कंपनी द्वारा बनाई गई उत्पाद की प्रकार।
brandy	Alcoholic spirit distilled from wine.	ブランデー; ワインから蒸留したアルコール酒。	白兰地; 从葡萄酒蒸馏出的酿精。	Brandy; alcool distillé du vin.	Brandy; aus Wein destillierter Alkohol.	Brandy; licor destilado del vino.	Brandy; distillato alcolico del vino.	Brandy; bebida alcoólica destilada do vinho.	Коньяк; спиртной напиток из вина.	براندي; مشروب كحولي مقطر من النبيذ.	ब्रांडी; शराब से आसवनी की गई अल्कोहल।
brass	Yellow metal alloy; musical instruments.	真鍮; 黄色の金属合金。	黄铜; 黄色金属合金。	Laiton; alliage métallique jaune.	Messing; gelbe Metalllegierung.	Latón; aleación metálica amarilla.	Ottone; lega metallica gialla.	Latão; liga metálica amarela.	Латунь; желтый металлический сплав.	نحاس; سبيكة معدنية صفراء.	पीतल; पीली धातु मिश्रधातु।
Brazil	Large South American country.	ブラジル; 大きな南アメリカの国。	巴西; 南美洲大国。	Brésil; grand pays d'Amérique du Sud.	Brasilien; großes südamerikanisches Land.	Brasil; gran país sudamericano.	Brasile; grande paese sudamericano.	Brasil; grande país sul-americano.	Бразилия; крупная южноамериканская страна.	البرازيل; دولة كبيرة في أمريكا الجنوبية.	ब्राजील; दक्षिण अमेरिका का बड़ा देश।
breach	Gap or break; violation.	破り; 際間や破れ目。	缺口; 间隙或破口。	Brèche; écart ou rupture.	Lücke; Spalt oder Bruch.	Brecha; hueco o rotura.	Breccia; varco o rottura.	Brecha; lacuna ou ruptura.	Пробоина; щель или разрыв.	فجوة; فراغ أو كسر.	दरार; अंतर या दरार।
bread	Food; loaf; money; sustenance.	パン; 食べ物の一種。	面包; 食物的一种。	Pain; aliment de base.	Brot; Grundnahrungsmittel.	Pan; alimento básico.	Pane; cibo di base.	Pão; alimento básico.	Хлеб; основная пища.	خبز; طعام أساسي.	रोटी; मूलभूत आहार।
breadth	Width; extent from side to side.	幅; 幅の幅射。	宽度; 从一侧到另一侧的范围。	Largeur; étendue d'un côté à l'autre.	Breite; Ausdehnung von Seite zu Seite.	Anchura; extensión de un lado a otro.	Larghezza; estensione da un lato all'altro.	Largura; extensão de um lado ao outro.	Ширина; протяженность с одной стороны до другой.	عرض; المدى من جانب إلى آخر.	चौड़ाई; एक ओर से दूसरी ओर का फैलाव।
break	Break; pause; fracture; opportunity.	休憩; 休みや中断。	休息; 暂停或休息。	Pause; interruption ou arrêt.	Pause; Unterbrechung oder Ruhepause.	Descanso; pausa o interrupción.	Pausa; interruzione o sosta.	Pausa; interrupção ou descanso.	Перерыв; пауза или отдых.	استراحة; فترة توقف أو راحة.	विराम; रुकावट या आराम।
breakdown	Failure; detailed analysis.	故障; 機能停止や破綻。	故障; 失效或崩溃。	Panne; échec ou défaillance.	Panne; Ausfall oder Zusammenbruch.	Avería; fallo o colapso.	Guasto; fallimento o collasso.	Pane; falha ou colapso.	Поломка; сбой или крах.	عطل; فشل أو انهيار.	खराबी; विफलता या टूटना।
