en	lang	translation	gender	meaning_translation
cinema	ru			
cinema	ar			
cinema	hi			
cinema	ja			
cinema	zh			
circle	fr	cercle	m	
circle	de			
circle	es			
circle	it	forma	f	
circle	pt	círculo	m	
circle	ru			
circle	ar			
circle	hi			
circle	ja			
circle	zh			
circulation	fr	circulation	f	
circulation	de			
circulation	es			
circulation	it	sangue	m	
circulation	pt	circulação	f	
circulation	ru			
circulation	ar			
circulation	hi			
circulation	ja			
circulation	zh			
circumstance	fr	circonstance	f	
circumstance	de			
circumstance	es			
circumstance	it	situazione	f	
circumstance	pt	circunstância	f	
circumstance	ru			
circumstance	ar			
circumstance	hi			
circumstance	ja			
circumstance	zh			
circus	fr	cirque	m	
circus	de			
circus	es			
circus	it	intrattenimento	m	
circus	pt	circo	m	
circus	ru			
circus	ar			
circus	hi			
circus	ja			
circus	zh			
citation	fr	citation	f	
citation	de			
citation	es			
citation	it	citazione	f	
citation	pt	citação	f	
citation	ru			
citation	ar			
citation	hi			
citation	ja			
citation	zh			
citizen	fr	citoyen	m	
citizen	de			
citizen	es			
citizen	it	cittadino	m	
citizen	pt	cidadão	m	
citizen	ru			
citizen	ar			
citizen	hi			
citizen	ja			
citizen	zh			
citizenship	fr	citoyenneté	f	
citizenship	de			
citizenship	es			
citizenship	it	citizenship	m	
citizenship	pt	cidadania	f	
citizenship	ru			
citizenship	ar			
citizenship	hi			
citizenship	ja			
citizenship	zh			
city	fr	ville	f	
city	de			
city	es			
city	it	cità	f	
city	pt	cidade	f	
city	ru			
city	ar			
city	hi			
city	ja			
city	zh			
civility	fr	civilité	f	
civility	de			
civility	es			
civility	it	comportamento	m	
civility	pt	civilidade	f	
civility	ru			
civility	ar			
civility	hi			
civility	ja			
civility	zh			
civilization	fr	civilisation	f	
civilization	de			
civilization	es			
civilization	it	società	f	
civilization	pt	civilização	f	
civilization	ru			
civilization	ar			
civilization	hi			
civilization	ja			
civilization	zh			
claim	fr	revendication	f	
claim	de			
claim	es			
claim	it	stato	m	
claim	pt	reivindicação	f	
claim	ru			
claim	ar			
claim	hi			
claim	ja			
claim	zh			
clam	fr	palourde	f	
clam	de			
clam	es			
clam	it	clam	m	
clam	pt	amijoa	f	
clam	ru			
clam	ar			
clam	hi			
clam	ja			
clam	zh			
clamor	fr	clameur	f	
clamor	de			
clamor	es			
clamor	it	rumore	m	
clamor	pt	clamor	m	
clamor	ru			
clamor	ar			
clamor	hi			
clamor	ja			
clamor	zh			
clamp	fr	pince	f	
clamp	de			
clamp	es			
clamp	it	strumento	m	
clamp	pt	grampo	m	
clamp	ru			
clamp	ar			
clamp	hi			
clamp	ja			
clamp	zh			
clap	fr	applaudissement	m	
clap	de			
clap	es			
clap	it	mano	f	
clap	pt	palma	f	
clap	ru			
clap	ar			
clap	hi			
clap	ja			
clap	zh			
clash	fr	affrontement	m	
clash	de			
clash	es			
clash	it	conflitto	m	
clash	pt	conflito	m	
clash	ru			
clash	ar			
clash	hi			
clash	ja			
clash	zh			
class	fr	classe	f	
class	de			
class	es			
class	it	gruppo	m	
class	pt	classe	f	
class	ru			
class	ar			
class	hi			
class	ja			
class	zh			
classic	fr	classique	m	
classic	de			
classic	es			
classic	it	classic	m	
classic	pt	clássico	m	
classic	ru			
classic	ar			
classic	hi			
classic	ja			
classic	zh			
classmate	fr	camarade	m	
classmate	de			
classmate	es			
classmate	it	studente	m	
classmate	pt	colega de classe	m	
classmate	ru			
classmate	ar			
classmate	hi			
classmate	ja			
classmate	zh			
classroom	fr	salle	f	
classroom	de			
classroom	es			
classroom	it	alloggio	m	
classroom	pt	sala de aula	f	
classroom	ru			
classroom	ar			
classroom	hi			
classroom	ja			
classroom	zh			
clatter	fr	cliquetis	m	
clatter	de			
clatter	es			
clatter	it	suono	m	
clatter	pt	ruído de chocalho	m	
clatter	ru			
clatter	ar			
clatter	hi			
clatter	ja			
clatter	zh			
clause	fr	clause	f	
clause	de			
clause	es			
clause	it	sezione	f	
clause	pt	cláusula	f	
clause	ru			
clause	ar			
clause	hi			
clause	ja			
clause	zh			
claw	fr	griffe	f	
claw	de			
claw	es			
claw	it	unghia	f	
claw	pt	garra	f	
claw	ru			
claw	ar			
claw	hi			
claw	ja			
claw	zh			
clay	fr	argile	f	
clay	de			
clay	es			
clay	it	terra	f	
clay	pt	argila	f	
clay	ru			
clay	ar			
clay	hi			
clay	ja			
clay	zh			
cleaning	fr	nettoyage	m	
cleaning	de			
cleaning	es			
cleaning	it	adattamento	m	
cleaning	pt	limpeza	f	
cleaning	ru			
cleaning	ar			
cleaning	hi			
cleaning	ja			
cleaning	zh			
cleanser	fr	nettoyant	m	
cleanser	de			
cleanser	es			
cleanser	it	acido	m	
cleanser	pt	detergente	m	
cleanser	ru			
cleanser	ar			
cleanser	hi			
cleanser	ja			
cleanser	zh			
cleanup	fr	nettoyage	m	
cleanup	de			
cleanup	es			
cleanup	it	atto	m	
cleanup	pt	limpeza	f	
cleanup	ru			
cleanup	ar			
cleanup	hi			
cleanup	ja			
cleanup	zh			
clearance	fr	autorisation	f	
clearance	de			
clearance	es			
clearance	it	clearance	m	
clearance	pt	autorização	f	
clearance	ru			
clearance	ar			
clearance	hi			
clearance	ja			
clearance	zh			
clearing	fr	clairière	f	
clearing	de			
clearing	es			
clearing	it	spazio	m	
clearing	pt	clareira	f	
clearing	ru			
clearing	ar			
clearing	hi			
clearing	ja			
clearing	zh			
clench	fr	serrement	m	
clench	de			
clench	es			
clench	it	presa	f	
clench	pt	apertar	m	
clench	ru			
clench	ar			
clench	hi			
clench	ja			
clench	zh			
clergy	fr	clergé	m	
clergy	de			
clergy	es			
clergy	it	clergy	m	
clergy	pt	clero	m	
clergy	ru			
clergy	ar			
clergy	hi			
clergy	ja			
clergy	zh			
clergyman	fr	ecclésiastique	m	
clergyman	de			
clergyman	es			
clergyman	it	clergyman	m	
clergyman	pt	clérigo	m	
clergyman	ru			
clergyman	ar			
clergyman	hi			
clergyman	ja			
clergyman	zh			
clerical	fr	employé	m	
clerical	de			
clerical	es			
clerical	it	ufficio	m	
clerical	pt	clerical	m	
clerical	ru			
clerical	ar			
clerical	hi			
clerical	ja			
clerical	zh			
clerk	fr	employé	m	
clerk	de			
clerk	es			
clerk	it	ufficio	m	
clerk	pt	funcionário	m	
clerk	ru			
clerk	ar			
clerk	hi			
clerk	ja			
clerk	zh			
client	fr	client	m	
client	de			
client	es			
client	it	cliente	m	
client	pt	cliente	m	
client	ru			
client	ar			
client	hi			
client	ja			
client	zh			
cliff	fr	falaise	f	
cliff	de			
cliff	es			
cliff	it	roccia	f	
cliff	pt	penhasco	m	
cliff	ru			
cliff	ar			
cliff	hi			
cliff	ja			
cliff	zh			
climate	fr	climat	m	
climate	de			
climate	es			
climate	it	tempo	m	
climate	pt	clima	f	
climate	ru			
climate	ar			
climate	hi			
climate	ja			
climate	zh			
climax	fr	apogée	m	
climax	de			
climax	es			
climax	it	picco	m	
climax	pt	clímax	m	
climax	ru			
climax	ar			
climax	hi			
climax	ja			
climax	zh			
climb	fr	ascension	f	
climb	de			
climb	es			
climb	it	climb	m	
climb	pt	escalada	f	
climb	ru			
climb	ar			
climb	hi			
climb	ja			
climb	zh			
clinic	fr	clinique	f	
clinic	de			
clinic	es			
clinic	it	clinic	m	
clinic	pt	clínica	f	
clinic	ru			
clinic	ar			
clinic	hi			
clinic	ja			
clinic	zh			
clip	fr	pince	f	
clip	de			
clip	es			
clip	it	clip	m	
clip	pt	clipe	m	
clip	ru			
clip	ar			
clip	hi			
clip	ja			
clip	zh			
cloak	fr	cape	f	
cloak	de			
cloak	es			
cloak	it	cloak	m	
cloak	pt	capa	f	
cloak	ru			
cloak	ar			
cloak	hi			
cloak	ja			
cloak	zh			
clock	fr	horloge	f	
clock	de			
clock	es			
clock	it	orologio	m	
clock	pt	relógio	m	
clock	ru			
clock	ar			
clock	hi			
clock	ja			
clock	zh			
close	fr	fin	f	
close	de			
close	es			
close	it	fine	f	
close	pt	fim	m	
close	ru			
close	ar			
close	hi			
close	ja			
close	zh			
closet	fr	placard	m	
closet	de			
closet	es			
closet	it	guardaroba	m	
closet	pt	armario	m	
closet	ru			
closet	ar			
closet	hi			
closet	ja			
closet	zh			
closure	fr	fermeture	f	
closure	de			
closure	es			
closure	it	atto	m	
closure	pt	fechamento	m	
closure	ru			
closure	ar			
closure	hi			
closure	ja			
closure	zh			
cloth	fr	tissu	m	
cloth	de			
cloth	es			
cloth	it	cloth	m	
cloth	pt	tecido	m	
cloth	ru			
cloth	ar			
cloth	hi			
cloth	ja			
cloth	zh			
clothes	fr	vêtements	m	
clothes	de			
clothes	es			
clothes	it	clothes	m	
clothes	pt	roupas	m	
clothes	ru			
clothes	ar			
clothes	hi			
clothes	ja			
clothes	zh			
clothing	fr	vêtements	m	
clothing	de			
clothing	es			
clothing	it	clothing	m	
clothing	pt	vestuário	m	
clothing	ru			
clothing	ar			
clothing	hi			
clothing	ja			
clothing	zh			
cloud	fr	nuage	m	
cloud	de			
cloud	es			
cloud	it	cielo	m	
cloud	pt	nuvem	f	
cloud	ru			
cloud	ar			
cloud	hi			
cloud	ja			
cloud	zh			
clover	fr	trèfle	m	
clover	de			
clover	es			
clover	it	pianta	f	
clover	pt	trevo	m	
clover	ru			
clover	ar			
clover	hi			
clover	ja			
clover	zh			
club	fr	club	m	
club	de			
club	es			
club	it	organizzazione	f	
club	pt	clube	m	
club	ru			
club	ar			
club	hi			
club	ja			
club	zh			
clue	fr	indice	m	
clue	de			
clue	es			
clue	it	indicazione	f	
clue	pt	pista	f	
clue	ru			
clue	ar			
clue	hi			
clue	ja			
clue	zh			
clutch	fr	embrayage	m	
clutch	de			
clutch	es			
clutch	it	presa	f	
clutch	pt	embreagem	f	
clutch	ru			
clutch	ar			
clutch	hi			
clutch	ja			
clutch	zh			
coach	fr	entraîneur	m	
coach	de			
coach	es			
coach	it	pullman	m	
coach	pt	treinador	m	
coach	ru			
coach	ar			
coach	hi			
coach	ja			
coach	zh			
coal	fr	charbon	m	
coal	de			
coal	es			
coal	it	nero	m	
coal	pt	carvão	m	
coal	ru			
coal	ar			
coal	hi			
coal	ja			
coal	zh			
coalition	fr	coalition	f	
coalition	de			
coalition	es			
coalition	it	coalizione	f	
coalition	pt	coalizão	m	
coalition	ru			
coalition	ar			
coalition	hi			
coalition	ja			
coalition	zh			
coast	fr	côte	f	
coast	de			
coast	es			
coast	it	riva	f	
coast	pt	costa	f	
coast	ru			
coast	ar			
coast	hi			
coast	ja			
coast	zh			
coat	fr	manteau	m	
coat	de			
coat	es			
coat	it	coat	m	
coat	pt	casaco	m	
coat	ru			
coat	ar			
coat	hi			
coat	ja			
coat	zh			
coating	fr	revêtement	m	
coating	de			
coating	es			
coating	it	strato	m	
coating	pt	revestimento	m	
coating	ru			
coating	ar			
coating	hi			
coating	ja			
coating	zh			
cock	fr	coq	m	
cock	de			
cock	es			
cock	it	cock	m	
cock	pt	galo	m	
cock	ru			
cock	ar			
cock	hi			
cock	ja			
cock	zh			
cocktail	fr	cocktail	m	
cocktail	de			
cocktail	es			
cocktail	it	bevanda	f	
cocktail	pt	coquetel	m	
cocktail	ru			
cocktail	ar			
cocktail	hi			
cocktail	ja			
cocktail	zh			
cocoa	fr	cacao	m	
cocoa	de			
cocoa	es			
cocoa	it	cocoa	f	
cocoa	pt	cacau	m	
cocoa	ru			
cocoa	ar			
cocoa	hi			
cocoa	ja			
cocoa	zh			
coconut	fr	noix	f	
coconut	de			
coconut	es			
coconut	it	frutto	m	
coconut	pt	coco	m	
coconut	ru			
coconut	ar			
coconut	hi			
coconut	ja			
coconut	zh			
cod	fr	morue	f	
cod	de			
cod	es			
cod	it	tipo	m	
cod	pt	bacalhau	m	
cod	ru			
cod	ar			
cod	hi			
cod	ja			
cod	zh			
code	fr	code	m	
code	de			
code	es			
code	it	sistema	m	
code	pt	código	m	
code	ru			
code	ar			
code	hi			
code	ja			
code	zh			
coffee	fr	café	m	
coffee	de			
coffee	es			
coffee	it	bevanda	f	
coffee	pt	café	m	
coffee	ru			
coffee	ar			
coffee	hi			
coffee	ja			
coffee	zh			
coffin	fr	cercueil	m	
coffin	de			
coffin	es			
coffin	it	scatola	f	
coffin	pt	caixão	m	
coffin	ru			
coffin	ar			
coffin	hi			
coffin	ja			
coffin	zh			
coin	fr	pièce	f	
coin	de			
coin	es			
coin	it	coin	m	
coin	pt	moeda	f	
coin	ru			
coin	ar			
coin	hi			
coin	ja			
coin	zh			
coincidence	fr	coïncidence	f	
coincidence	de			
coincidence	es			
coincidence	it	possibilità	f	
coincidence	pt	coincidência	f	
coincidence	ru			
coincidence	ar			
coincidence	hi			
coincidence	ja			
coincidence	zh			
cola	fr	cola	m	
cola	de			
cola	es			
cola	it	bevanda	f	
cola	pt	cola	f	
cola	ru			
cola	ar			
cola	hi			
cola	ja			
cola	zh			
cold	fr	froid	m	
cold	de			
cold	es			
cold	it	temperatura	f	
cold	pt	frio	m	
cold	ru			
cold	ar			
cold	hi			
cold	ja			
cold	zh			
collaboration	fr	collaboration	f	
collaboration	de			
collaboration	es			
collaboration	it	collaborazione	f	
collaboration	pt	colaboração	f	
collaboration	ru			
collaboration	ar			
collaboration	hi			
collaboration	ja			
collaboration	zh			
collapse	fr	effondrement	m	
collapse	de			
collapse	es			
collapse	it	fallimento	m	
collapse	pt	colapso	m	
collapse	ru			
collapse	ar			
collapse	hi			
collapse	ja			
collapse	zh			
collar	fr	col	m	
collar	de			
collar	es			
collar	it	collo	m	
collar	pt	colarinho	m	
collar	ru			
collar	ar			
collar	hi			
collar	ja			
collar	zh			
collateral	fr	garantie	f	
collateral	de			
collateral	es			
collateral	it	collateral	m	
collateral	pt	garantia	f	
collateral	ru			
collateral	ar			
collateral	hi			
collateral	ja			
collateral	zh			
colleague	fr	collègue	m	
colleague	de			
colleague	es			
colleague	it	colleague	m	
colleague	pt	colega	f	
colleague	ru			
colleague	ar			
colleague	hi			
colleague	ja			
colleague	zh			
collection	fr	collection	f	
collection	de			
collection	es			
collection	it	raduno	m	
collection	pt	coleção	f	
collection	ru			
collection	ar			
collection	hi			
collection	ja			
collection	zh			
college	fr	collège	m	
college	de			
college	es			
college	it	college	m	
college	pt	faculdade	f	
college	ru			
college	ar			
college	hi			
college	ja			
college	zh			
colonel	fr	colonel	m	
colonel	de			
colonel	es			
colonel	it	ufficiale	m	
colonel	pt	coronel	m	
colonel	ru			
colonel	ar			
colonel	hi			
colonel	ja			
colonel	zh			
colony	fr	colonie	f	
colony	de			
colony	es			
colony	it	colony	m	
colony	pt	colônia	f	
colony	ru			
colony	ar			
colony	hi			
colony	ja			
colony	zh			
color	fr	couleur	f	
color	de			
color	es			
color	it	tonalità	f	
color	pt	cor	m	
color	ru			
color	ar			
color	hi			
color	ja			
color	zh			
coloring	fr	coloration	f	
coloring	de			
coloring	es			
coloring	it	adattamento	m	
coloring	pt	coloração	f	
coloring	ru			
coloring	ar			
coloring	hi			
coloring	ja			
coloring	zh			
Colosseum	fr	Colisée	m	
Colosseum	de			
Colosseum	es			
Colosseum	it	colosseum	m	
Colosseum	pt	Coliseu	m	
Colosseum	ru			
Colosseum	ar			
Colosseum	hi			
Colosseum	ja			
Colosseum	zh			
column	fr	colonne	f	
column	de			
column	es			
column	it	column	m	
column	pt	coluna	f	
column	ru			
column	ar			
column	hi			
column	ja			
column	zh			
comb	fr	peigne	m	
comb	de			
comb	es			
comb	it	capello	m	
comb	pt	pente	m	
comb	ru			
comb	ar			
comb	hi			
comb	ja			
comb	zh			
combat	fr	combat	m	
combat	de			
combat	es			
combat	it	combattimento	m	
combat	pt	combate	m	
combat	ru			
combat	ar			
combat	hi			
combat	ja			
combat	zh			
combination	fr	combinaison	f	
combination	de			
combination	es			
combination	it	miscela	f	
combination	pt	combinação	f	
combination	ru			
combination	ar			
combination	hi			
combination	ja			
combination	zh			
comedy	fr	comédie	f	
comedy	de			
comedy	es			
comedy	it	spettacolo	m	
comedy	pt	comédia	f	
comedy	ru			
comedy	ar			
comedy	hi			
comedy	ja			
comedy	zh			
comer	fr	venu	m	
comer	de			
comer	es			
comer	it	conoscente	m	
comer	pt	reciém-chegado	m	
comer	ru			
comer	ar			
comer	hi			
comer	ja			
comer	zh			
comet	fr	comète	f	
comet	de			
comet	es			
comet	it	corpo	m	
comet	pt	cometa	f	
comet	ru			
comet	ar			
comet	hi			
comet	ja			
comet	zh			
comfort	fr	confort	m	
comfort	de			
comfort	es			
comfort	it	comfort	m	
comfort	pt	conforto	m	
comfort	ru			
comfort	ar			
comfort	hi			
comfort	ja			
comfort	zh			
comic	fr	comique	m	
comic	de			
comic	es			
comic	it	comic	m	
comic	pt	quadrinhos	m	
comic	ru			
comic	ar			
comic	hi			
comic	ja			
comic	zh			
command	fr	commandement	m	
command	de			
command	es			
command	it	ordine	m	
command	pt	comando	m	
command	ru			
command	ar			
command	hi			
command	ja			
command	zh			
commander	fr	commandant	m	
commander	de			
commander	es			
commander	it	leader	m	
commander	pt	comandante	m	
commander	ru			
commander	ar			
commander	hi			
commander	ja			
commander	zh			
comment	fr	commentaire	m	
comment	de			
comment	es			
comment	it	osservazione	f	
comment	pt	comentário	m	
comment	ru			
comment	ar			
comment	hi			
comment	ja			
comment	zh			
commentary	fr	commentaire	m	
commentary	de			
commentary	es			
commentary	it	commentary	m	
commentary	pt	comentário	m	
commentary	ru			
commentary	ar			
commentary	hi			
commentary	ja			
commentary	zh			
commerce	fr	commerce	m	
commerce	de			
commerce	es			
commerce	it	commerce	m	
commerce	pt	comércio	m	
commerce	ru			
commerce	ar			
commerce	hi			
commerce	ja			
commerce	zh			
commercial	fr	publicité	f	
commercial	de			
commercial	es			
commercial	it	affari	m	
commercial	pt	comercial	m	
commercial	ru			
commercial	ar			
commercial	hi			
commercial	ja			
commercial	zh			
commission	fr	commission	f	
commission	de			
commission	es			
commission	it	commission	m	
commission	pt	comissão	f	
commission	ru			
commission	ar			
commission	hi			
commission	ja			
commission	zh			
commitment	fr	engagement	m	
commitment	de			
commitment	es			
commitment	it	commitmento	m	
commitment	pt	compromisso	m	
commitment	ru			
commitment	ar			
commitment	hi			
commitment	ja			
commitment	zh			
committee	fr	comité	m	
committee	de			
committee	es			
committee	it	gruppo	m	
committee	pt	comitê	m	
committee	ru			
committee	ar			
committee	hi			
committee	ja			
committee	zh			
common	fr	commun	m	
common	de			
common	es			
common	it	area	f	
common	pt	território comum	m	
common	ru			
common	ar			
common	hi			
common	ja			
common	zh			
commonwealth	fr	commonwealth	m	
commonwealth	de			
commonwealth	es			
commonwealth	it	comunità	f	
commonwealth	pt	comunidade	f	
commonwealth	ru			
commonwealth	ar			
commonwealth	hi			
commonwealth	ja			
commonwealth	zh			
communication	fr	communication	f	
communication	de			
communication	es			
communication	it	comunicazione	f	
communication	pt	comunicação	f	
communication	ru			
communication	ar			
communication	hi			
communication	ja			
communication	zh			
communion	fr	communion	f	
communion	de			
communion	es			
communion	it	communion	m	
communion	pt	comunhão	m	
communion	ru			
communion	ar			
communion	hi			
communion	ja			
communion	zh			
communism	fr	communisme	m	
communism	de			
communism	es			
communism	it	sistema	m	
communism	pt	comunismo	m	
communism	ru			
communism	ar			
communism	hi			
communism	ja			
communism	zh			
communist	fr	communiste	m	
communist	de			
communist	es			
communist	it	communist	m	
communist	pt	comunista	f	
communist	ru			
communist	ar			
communist	hi			
communist	ja			
communist	zh			
community	fr	communauté	f	
community	de			
community	es			
community	it	comunità	f	
community	pt	comunidade	f	
community	ru			
community	ar			
community	hi			
community	ja			
community	zh			
companion	fr	compagnon	m	
companion	de			
companion	es			
companion	it	amico	m	
companion	pt	companheiro	m	
companion	ru			
companion	ar			
companion	hi			
companion	ja			
companion	zh			
company	fr	entreprise	f	
company	de			
company	es			
company	it	affari	m	
company	pt	empresa	f	
company	ru			
company	ar			
company	hi			
company	ja			
company	zh			
comparative	fr	comparatif	m	
comparative	de			
comparative	es			
comparative	it	comparative	m	
comparative	pt	comparativo	m	
comparative	ru			
comparative	ar			
comparative	hi			
comparative	ja			
comparative	zh			
comparison	fr	comparaison	f	
comparison	de			
comparison	es			
comparison	it	contrasto	m	
comparison	pt	comparação	f	
comparison	ru			
comparison	ar			
comparison	hi			
comparison	ja			
comparison	zh			
compass	fr	boussole	f	
compass	de			
compass	es			
compass	it	strumento	m	
compass	pt	bússola	f	
compass	ru			
compass	ar			
compass	hi			
compass	ja			
compass	zh			
compassion	fr	compassion	f	
compassion	de			
compassion	es			
compassion	it	compassion	m	
compassion	pt	compaixão	m	
compassion	ru			
compassion	ar			
compassion	hi			
compassion	ja			
compassion	zh			
compensation	fr	compensation	f	
compensation	de			
compensation	es			
compensation	it	pagamento	m	
compensation	pt	compensação	f	
compensation	ru			
compensation	ar			
compensation	hi			
compensation	ja			
compensation	zh			
competence	fr	compétence	f	
competence	de			
competence	es			
competence	it	capacità	f	
competence	pt	competência	f	
competence	ru			
competence	ar			
competence	hi			
competence	ja			
competence	zh			
competition	fr	concurrence	f	
competition	de			
competition	es			
competition	it	gara	f	
competition	pt	competição	f	
competition	ru			
competition	ar			
competition	hi			
competition	ja			
competition	zh			
compilation	fr	compilation	f	
compilation	de			
compilation	es			
compilation	it	collezione	f	
compilation	pt	compilação	f	
compilation	ru			
compilation	ar			
compilation	hi			
compilation	ja			
compilation	zh			
complaint	fr	plainte	f	
complaint	de			
complaint	es			
complaint	it	complaint	m	
