en	translation	gender	meaning_translation
judgment	juicio	m	Capacidad de tomar decisiones o formar opiniones sensatas
judiciary	judicatura	f	Autoridades judiciales de un país colectivamente
jug	jarra	f	Recipiente grande para líquidos con asa
juice	jugo	m	Líquido obtenido de frutas o vegetales
July	julio	m	Séptimo mes del año en el calendario gregoriano
jump	salto	m	Acto de saltar desde una superficie
jumper	jersey	m	Prenda tejida usada en la parte superior del cuerpo
junction	cruce	m	Punto donde dos o más cosas se unen
June	junio	m	Sexto mes del año en el calendario gregoriano
jungle	selva	f	Área de tierra con bosque denso y vegetación enmarañada
junior	júnior	m	Persona de rango o estatus inferior
jupiter	Júpiter	m	Planeta más grande del sistema solar
jurisdiction	jurisdicción	f	Poder oficial para tomar decisiones legales
juror	jurado	m	Miembro de un jurado en un juicio legal
jury	jurado	m	Grupo de personas que dan veredicto en un caso legal
justice	justicia	f	Comportamiento o trato justo
key	llave	f	Pieza pequeña de metal para operar una cerradura
kick	patada	f	Golpe con el pie
kid	niño	m	Niño o persona joven
kill	matanza	f	Acto de matar
kind	tipo	m	Grupo de personas o cosas con características similares
king	rey	m	Gobernante masculino de un estado independiente
kitchen	cocina	f	Habitación donde se prepara y cocina la comida
knee	rodilla	f	Articulación entre el muslo y la pierna inferior
knife	cuchillo	m	Instrumento con hoja fija en un mango para cortar
labor	trabajo	m	Trabajo especialmente físico
lack	falta	f	Estado de estar sin algo o no tener suficiente
lady	dama	f	Mujer de buena posición social
lake	lago	m	Área grande de agua rodeada de tierra
land	tierra	f	Parte de la superficie terrestre no cubierta por agua
lane	carril	m	Camino estrecho especialmente en área rural
language	idioma	m	Método de comunicación humana usando palabras
lap	regazo	m	Área plana entre cintura y rodillas de persona sentada
lash	latigazo	m	Golpe agudo con látigo
last	último	m	Persona o cosa final
latest	novedad	f	Noticia o información más reciente
latin	latín	m	Idioma de la antigua Roma y su imperio
latitude	latitud	f	Distancia angular de un lugar al norte o sur del ecuador
laugh	risa	f	Acto de reír
launch	lanzamiento	m	Acto de lanzar algo
laundry	ropa	f	Ropa y sábanas que necesitan ser lavadas
laurel	laurel	m	Arbusto perenne con hojas verde oscuro
lavender	lavanda	f	Arbusto aromático pequeño con flores púrpura azuladas
law	ley	f	Sistema de reglas que un país reconoce
lawsuit	demanda	f	Reclamo o disputa llevado a tribunal
lawyer	abogado	m	Persona que practica o estudia derecho
layoff	despido	m	Cese de trabajador del empleo
layout	diseño	m	Forma en que las partes de algo están dispuestas
lead	ventaja	f	Posición de ventaja en una competencia
leader	líder	m	Persona que lidera o comanda un grupo
leadership	liderazgo	m	Acción de liderar un grupo u organización
leaf	hoja	f	Estructura aplanada de una planta
leak	fuga	f	Agujero o grieta por donde escapan contenidos
lean	inclinación	f	Desviación de la vertical u horizontal
lease	arrendamiento	m	Contrato por el cual una parte cede propiedad
leather	cuero	m	Material hecho de piel de animal
leave	permiso	m	Permiso para ausentarse del trabajo
lecture	conferencia	f	Charla educativa a una audiencia
ledge	saliente	m	Superficie horizontal estrecha que sobresale
left	izquierda	f	Lado o dirección que está al oeste mirando al norte
leftover	sobra	f	Algo que queda después de usar el resto
leg	pierna	f	Cada una de las extremidades para caminar
legality	legalidad	f	Calidad o estado de estar conforme a la ley
legalization	legalización	f	Acción de hacer legal algo previamente ilegal
legend	leyenda	f	Historia tradicional considerada histórica
legion	legión	f	Unidad del ejército romano antiguo
legislation	legislación	f	Leyes consideradas colectivamente
leisure	ocio	m	Tiempo libre cuando no se trabaja
lemon	limón	m	Fruta cítrica ovalada amarilla pálida
lemonade	limonada	f	Bebida hecha de jugo de limón y azúcar
length	longitud	f	Medida o extensión de algo de extremo a extremo
leopard	leopardo	m	Felino grande solitario con pelaje amarillento
lesson	lección	f	Período de aprendizaje o enseñanza
letter	carta	f	Comunicación escrita enviada por correo
lettuce	lechuga	f	Planta cultivada con hojas comestibles para ensaladas
level	nivel	m	Posición en una escala de cantidad
liability	responsabilidad	f	Estado de ser legalmente responsable
liaison	enlace	m	Comunicación o cooperación entre personas
liar	mentiroso	m	Persona que dice mentiras
liberalization	liberalización	f	Eliminación o aflojamiento de restricciones
library	biblioteca	f	Edificio con colecciones de libros para lectura
license	licencia	f	Permiso de una autoridad para poseer o usar algo
lie	mentira	f	Declaración intencionalmente falsa
life	vida	f	Condición que distingue animales y plantas de materia inorgánica
lift	elevación	f	Acto de elevar
light	luz	f	Agente natural que estimula la vista
limit	límite	m	Punto más allá del cual algo no se extiende
line	línea	f	Marca o banda larga y estrecha
link	enlace	m	Relación entre dos cosas o situaciones
list	lista	f	Número de elementos conectados escritos consecutivamente
literature	literatura	f	Obras escritas de mérito artístico superior
loan	préstamo	m	Cosa prestada especialmente suma de dinero
location	ubicación	f	Lugar o posición particular
lock	cerradura	f	Mecanismo para mantener cerrada una puerta
London	Londres	m	Ciudad capital de Inglaterra y Reino Unido
longevity	longevidad	f	Vida larga o duración de la vida
look	mirada	f	Acto de dirigir la mirada
lookout	mirador	m	Lugar desde donde vigilar
loom	telar	m	Aparato para hacer tela tejiendo hilo
loophole	laguna	f	Ambigüedad en la ley que puede ser explotada
lord	señor	m	Hombre de rango noble u oficio alto
loser	perdedor	m	Persona o cosa que pierde o ha perdido
loss	pérdida	f	Hecho o proceso de perder algo
lot	lote	m	Grupo o conjunto particular de personas o cosas
lottery	lotería	f	Medio de recaudar dinero vendiendo boletos numerados
lotus	loto	m	Nenúfar con hojas redondas grandes
lounge	salón	m	Sala pública en hotel para relajarse
love	amor	m	Sentimiento intenso de afecto profundo
lover	amante	m	Persona que tiene relación sexual o romántica
low	mínimo	m	Punto o nivel en un mínimo
loyalty	lealtad	f	Calidad de ser leal
luck	suerte	f	Éxito o fracaso aparentemente por azar
luggage	equipaje	m	Maletas u otras bolsas para empacar pertenencias
lull	pausa	f	Intervalo temporal de quietud o falta de actividad
lumber	madera	f	Madera aserrada en tablones para construcción
lump	bulto	m	Masa compacta de sustancia sin forma definida
lunch	almuerzo	m	Comida consumida a mediodía
lunchtime	almuerzo	m	Hora cuando se come el almuerzo
lung	pulmón	m	Cada uno de los órganos en el pecho para respirar
lure	señuelo	m	Algo que tienta o atrae con promesa de placer
luxury	lujo	m	Estado de gran comodidad y vida extravagante
lynx	lince	m	Felino salvaje con pelaje amarillo parduzco
lyric	letra	f	Palabras de una canción
machine	máquina	f	Aparato que usa poder mecánico con varias partes
macroeconomics	macroeconomía	f	Rama de economía sobre factores económicos a gran escala
mad	loco	m	Persona mentalmente enferma o demente
madam	señora	f	Forma de tratamiento cortés para una mujer
madness	locura	f	Estado de estar mentalmente enfermo
magazine	revista	f	Publicación periódica con artículos e ilustraciones
magic	magia	f	Poder de influir en eventos usando fuerzas sobrenaturales
magician	mago	m	Persona con poderes mágicos
magistrate	magistrado	m	Funcionario civil que administra la ley
magnesium	magnesio	m	Elemento químico metálico blanco plateado
magnet	imán	m	Pieza de hierro que atrae hierro y produce campo magnético
magnetism	magnetismo	m	Propiedad de atracción de los imanes
magnolia	magnolia	f	Árbol con flores típicamente grandes y cerosas
maid	criada	f	Sirvienta doméstica femenina
mail	correo	m	Cartas y paquetes enviados por correo postal
main	tubería	f	Tubería principal que lleva agua o gas
mainstream	corriente	f	Ideas o actividades compartidas por la mayoría
majesty	majestad	f	Solemnidad o belleza impresionante
major	especialidad	f	Asignatura o curso principal de un estudiante
majority	mayoría	f	Número o parte mayor
mall	centro	m	Edificio grande con tiendas y restaurantes
man	hombre	m	Ser humano masculino adulto
management	gestión	f	Proceso de tratar o controlar cosas o personas
manager	gerente	m	Persona responsable de controlar una organización
manner	manera	f	Forma en que algo se hace o sucede
map	mapa	m	Representación diagramática de un área
March	marzo	m	Tercer mes del año en el calendario gregoriano
mark	marca	f	Área pequeña en superficie de color diferente
market	mercado	m	Reunión regular de personas para compra y venta
marriage	matrimonio	m	Unión reconocida legalmente de dos personas
match	partido	m	Competencia en que personas o equipos compiten
material	material	m	Materia de la que algo está o puede estar hecho
matter	asunto	m	Sustancia física en general
May	mayo	m	Quinto mes del año en el calendario gregoriano
mayor	alcalde	m	Jefe electo de gobierno de ciudad o pueblo
maze	laberinto	m	Red de caminos diseñada como rompecabezas
meadow	pradera	f	Terreno de pastizales usado para heno
meal	comida	f	Ocasión cuando se come alimento
meaning	significado	m	Lo que significa una palabra o concepto
means	medio	m	Acción o sistema por el cual se logra resultado
meantime	ínterin	m	Período de tiempo intermedio entre dos eventos
measure	medida	f	Plan o acción para lograr un resultado
measurement	medición	f	Acción de medir algo
meat	carne	f	Carne de animal como alimento
mechanics	mecánica	f	Rama de matemáticas sobre movimiento y fuerzas
medal	medalla	f	Disco de metal con inscripción otorgado como honor
media	medios	m	Principales medios de comunicación masiva
mediation	mediación	f	Intervención en disputa para resolverla
medic	médico	m	Practicante o estudiante de medicina
medication	medicamento	m	Droga o sustancia para tratamiento de enfermedad
medicine	medicina	f	Ciencia de diagnosticar y tratar enfermedades
meditation	meditación	f	Acción o práctica de meditar
meeting	reunión	f	Asamblea de personas para un propósito particular
melody	melodía	f	Secuencia de notas musicalmente satisfactoria
melon	melón	m	Fruta redonda grande con pulpa dulce
member	miembro	m	Persona u organización que pertenece a un grupo
membership	membresía	f	Hecho de ser miembro de un grupo
membrane	membrana	f	Lámina delgada de tejido o capa de células
memorandum	memorándum	m	Mensaje escrito en negocios o diplomacia
memorial	memorial	m	Estatua o estructura para recordar persona o evento
memory	memoria	f	Facultad por la cual la mente almacena información
menace	amenaza	f	Persona o cosa que puede causar daño
mentality	mentalidad	f	Forma característica de pensar de persona o grupo
mention	mención	f	Referencia a alguien o algo
mentor	mentor	m	Consejero experimentado y confiable
menu	menú	m	Lista de platos disponibles en restaurante
merchandise	mercancía	f	Bienes para comprar y vender
merchant	comerciante	m	Persona o empresa involucrada en comercio
mercury	mercurio	m	Metal líquido pesado blanco plateado
mercy	misericordia	f	Compasión o perdón mostrado hacia alguien
merger	fusión	f	Combinación de dos cosas especialmente empresas
merit	mérito	m	Calidad de ser particularmente bueno o valioso
merlion	merlión	m	Criatura mítica con cabeza de león y cuerpo de pez
mesh	malla	f	Material hecho de red de alambre o hilo
mess	desorden	m	Estado sucio o desordenado
messenger	mensajero	m	Persona que lleva mensaje o hace recado
metal	metal	m	Material sólido típicamente duro y brillante
meteor	meteoro	m	Un pequeño cuerpo de materia del espacio exterior que entra en la atmósfera terrestre
meter	medidor	m	Un dispositivo que mide y registra cantidades
method	método	m	Un procedimiento particular para lograr algo
